법령명한글,공포번호
농어촌 등 보건의료를 위한 특별조치법 시행령,33112
농어촌 등 보건의료를 위한 특별조치법 시행규칙,00946
농어촌마을 주거환경 개선 및 리모델링 촉진을 위한 특별법,19225
농어촌마을 주거환경 개선 및 리모델링 촉진을 위한 특별법 시행령,34487
농어촌마을 주거환경 개선 및 리모델링 촉진을 위한 특별법 시행규칙,00102
농어촌 전기공급사업 촉진법,11690
농어촌 전기공급사업 촉진법 시행령,24442
농어촌정비법,19590
농어촌정비법 시행령,34550
농어촌정비법 시행규칙,00608
농어촌주민의 보건복지 증진을 위한 특별법,15882
농어촌주민의 보건복지 증진을 위한 특별법 시행령,34497
농어촌주민의 보건복지 증진을 위한 특별법 시행규칙,00931
농어촌특별세법,19929
농어촌특별세법 시행령,34275
농업기계화 촉진법,19571
농업기계화 촉진법 시행령,33580
농업기계화 촉진법 시행규칙,00613
농업ㆍ농촌 공익기능 증진 직접지불제도 운영에 관한 법률,18995
농업ㆍ농촌 공익기능 증진 직접지불제도 운영에 관한 법률 시행령,34231
농업ㆍ농촌 공익기능 증진 직접지불제도 운영에 관한 법률 시행규칙,00639
농업ㆍ농촌 및 식품산업 기본법,19750
농업ㆍ농촌 및 식품산업 기본법 시행령,32756
농업ㆍ농촌 및 식품산업 기본법 시행규칙,00237
농업산ㆍ학협동심의회 규정,30368
농업생명자원의 보존ㆍ관리 및 이용에 관한 법률,16543
농업생명자원의 보존ㆍ관리 및 이용에 관한 법률 시행령,30509
농업생명자원의 보존ㆍ관리 및 이용에 관한 법률 시행규칙,00603
농업생산기반시설 및 주변지역 활용에 관한 특별법,19571
농업생산기반시설 및 주변지역 활용에 관한 특별법 시행령,33913
농업생산기반시설 및 주변지역 활용에 관한 특별법 시행규칙,00332
농업생산기반정비등기규칙,02356
농업인등의 농외소득 활동 지원에 관한 법률,19571
농업인등의 농외소득 활동 지원에 관한 법률 시행령,29823
농업통계조사 규칙,00753
농업협동조합법,20082
농업협동조합법 시행령,34011
농업협동조합법 시행규칙,00653
농업협동조합의 구조개선에 관한 법률,18437
농업협동조합의 구조개선에 관한 법률 시행령,34258
농지법,19587
농지법 시행령,34487
농지법 시행규칙,00636
농촌공간 재구조화 및 재생지원에 관한 법률,19430
농촌공간 재구조화 및 재생지원에 관한 법률 시행령,34355
농촌공간 재구조화 및 재생지원에 관한 법률 시행규칙,00658
농촌융복합산업 육성 및 지원에 관한 법률,19751
농촌융복합산업 육성 및 지원에 관한 법률 시행령,34533
농촌융복합산업 육성 및 지원에 관한 법률 시행규칙,00615
농촌진흥법,19878
농촌진흥법 시행령,34357
농촌진흥법 시행규칙,00648
농촌진흥청과 그 소속기관 직제,34507
농촌진흥청과 그 소속기관 직제 시행규칙,00656
농촌진흥청 시험ㆍ분석 및 검정 의뢰 규칙,00237
농ㆍ축산ㆍ임ㆍ어업용 기자재 및 석유류에 대한 부가가치세 영세율 및 면세 적용 등에 관한 특례규정,34271
농ㆍ축산ㆍ임ㆍ어업용 기자재 및 석유류에 대한 부가가치세 영세율 및 면세 적용 등에 관한 특례규정 시행규칙,01056
뇌연구 촉진법,19783
뇌연구 촉진법 시행령,34425
뉴스통신 진흥에 관한 법률,19592
뉴스통신 진흥에 관한 법률 시행령,33416
다문화가족지원법,17281
다문화가족지원법 시행령,33004
다문화가족지원법 시행규칙,00163
다중이용업소의 안전관리에 관한 특별법,19157
다중이용업소의 안전관리에 관한 특별법 시행령,34449
다중이용업소의 안전관리에 관한 특별법 시행규칙,00477
단기복무부사관 장려수당 지급 규정,32919
담배사업법,17142
담배사업법 시행령,34258
담배사업법 시행규칙,01062
담보부사채신탁법,18120
담보부사채신탁법 시행령,29337
담보부사채신탁법시행규칙,00875
당내경선 위탁사무 관리규칙,00543
대검찰청 검사급 이상 검사의 보직범위에 관한 규정,28221
대검찰청의 위치와 각급 검찰청의 명칭 및 위치에 관한 규정,31663
대구경북과학기술원법,18731
대구경북과학기술원법 시행령,34105
대구경북통합신공항 건설을 위한 특별법,19398
대구경북통합신공항 건설을 위한 특별법 시행령,33824
대구경북통합신공항 건설을 위한 특별법 시행규칙,01245
대규모유통업에서의 거래 공정화에 관한 법률,20237
대규모유통업에서의 거래 공정화에 관한 법률 시행령,34204
대기관리권역의 대기환경개선에 관한 특별법,17983
대기관리권역의 대기환경개선에 관한 특별법 시행령,34046
대기관리권역의 대기환경개선에 관한 특별법 시행규칙,01032
대기환경보전법,18905
대기환경보전법 시행령,34191
대기환경보전법 시행규칙,01092
대도시권 광역교통 관리에 관한 특별법,20040
대도시권 광역교통 관리에 관한 특별법 시행령,34405
대도시권광역교통위원회 직제,33687
대도시권광역교통위원회 직제 시행규칙,01318
대리점거래의 공정화에 관한 법률,20238
대리점거래의 공정화에 관한 법률 시행령,34205
대만ㆍ태국 및 아랍에미리트연합산 폴리에틸렌 테레프탈레이트(PET) 필름에 대한 덤핑방지관세 부과에 관한 규칙,00877
대법관회의 운영규칙,02993
대법관후보추천위원회 규칙,02793
대법원 공직자윤리위원회의 권한에 관한 규칙,02252
대법원규칙 등의 제ㆍ개정절차 등에 관한 규칙,02968
대법원규칙의공포에관한규칙,01004
대법원에서의변론에관한규칙,02841
대법원 윤리감사관과 그 보좌기관 및 분장사무에 관한 규칙,02954
대법원장비서실 직제에 관한 규칙,01962
대부업 등의 등록 및 금융이용자 보호에 관한 법률,19700
대부업 등의 등록 및 금융이용자 보호에 관한 법률 시행령,34123
대부업정책협의회 등의 구성 및 운영에 관한 규정,31349
대안교육기관에 관한 법률,17887
대안교육기관에 관한 법률 시행령,32328
대안학교의 설립ㆍ운영에 관한 규정,32768
대외경제장관회의규정,28211
대외경제협력기금법,13816
대외경제협력기금법 시행령,33563
대외경제협력기금법 시행규칙,00342
대외무역법,19808
대외무역법 시행령,33995
대일항쟁기 강제동원 피해조사 및 국외강제동원 희생자 등 지원에 관한 특별법,15796
대일항쟁기 강제동원 피해조사 및 국외강제동원 희생자 등 지원에 관한 특별법 시행령,33382
대일항쟁기 강제동원 피해조사 및 국외강제동원 희생자 등 지원에 관한 특별법에 의한 가족관계등록사무처리규칙,02289
대중교통의 육성 및 이용촉진에 관한 법률,20173
대중교통의 육성 및 이용촉진에 관한 법률 시행령,34362
대중교통의 육성 및 이용촉진에 관한 법률 시행규칙,01328
대중문화예술산업발전법,19592
대중문화예술산업발전법 시행령,33913
대중문화예술산업발전법 시행규칙,00482
대ㆍ중소기업 상생협력 촉진에 관한 법률,19989
대ㆍ중소기업 상생협력 촉진에 관한 법률 시행령,33768
대ㆍ중소기업 상생협력 촉진에 관한 법률 시행규칙,00079
대체역의 편입 및 복무 등에 관한 법률,19789
대체역의 편입 및 복무 등에 관한 법률 시행령,34430
대체역의 편입 및 복무 등에 관한 법률 시행규칙,01080
대통령경호안전대책위원회규정,32968
대통령경호처와 그 소속기관 직제,34075
대통령기록물 관리에 관한 법률,17573
대통령기록물 관리에 관한 법률 시행령,33662
대통령 등의 경호에 관한 법률,14839
대통령 등의 경호에 관한 법률 시행령,33382
대통령비서실 직제,33393
대통령직 인수에 관한 법률,14839
대통령직인수에관한법률시행령,28211
대학교원 기간임용제 탈락자 구제를 위한 특별법,16331
대학교원 기간임용제 탈락자 구제를 위한 특별법 시행령,26774
대학교원 자격기준 등에 관한 규정,29814
대학도서관진흥법,18547
대학도서관진흥법 시행령,32528
대학 등록금에 관한 규칙,00257
대학 등의 정원 외 위탁학생에 관한 규칙,00209
대학설립ㆍ운영 규정,34455
대학설립ㆍ운영 규정 시행규칙,00324
대학 입학전형 관련 수입ㆍ지출의 항목 및 산정방법에 관한 규칙,00161
대한노인회 지원에 관한 법률,13991
대한노인회 지원에 관한 법률 시행령,23374
대한노인회 지원에 관한 법률 시행규칙,00418
대한무역투자진흥공사법,16929
대한무역투자진흥공사법 시행령,24442
대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국군대의 지위에 관한 협정의 실시에 따른 관세법 등의 임시특례에 관한 법률,18584
대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국 군대의 지위에 관한 협정의 시행에 관한 민사특별법 시행규칙,00897
대한민국과아메리카합중국간의상호방위조약제4조에의한시설과구역및대한민국에서의합중국군대의지위에관한협정의시행에관한민사특별법시행령,27960
대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국 군대의 지위에 관한 협정의 시행에 따른 국가 및 지방자치단체의 재산의 관리와 처분에 관한 법률,10825
대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국 군대의 지위에 관한 협정의 시행에 관한 형사특별법,10583
대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국 군대의 지위에 관한 협정의 시행에 관한 민사특별법,09360
대한민국국기법,12342
대한민국국기법 시행령,28211
대한민국근무기장령,17945
「대한민국 법원의 날」제정에 관한 규칙,02605
대한민국예술원법,19592
대한민국 재외공관 설치법,17160
대한민국재향경우회법,17167
대한민국재향교정동우회법,11952
대한민국재향군인회법,19524
대한민국재향군인회법 시행령,34112
대한민국재향군인회법 시행규칙,00023
대한민국재향소방동우회법,14839
대한민국 주재 외국 공관원 등을 위한 신분증 발급과 관리에 관한 규칙,00106
대한민국학술원명예회원선임등에관한규정,24423
대한민국학술원 및 대한민국예술원의 회원수당 지급 규정,24423
대한민국학술원법,17077
대한민국헌법,00010
대한민국헌정회 육성법,15712
대한석탄공사법,16795
대한석탄공사법 시행령,24442
대한소방공제회법,15531
대한적십자사 조직법,17778
대한적십자사 조직법 시행령,31845
대한지방행정공제회법,19833
댐건설ㆍ관리 및 주변지역지원 등에 관한 법률,20172
댐건설ㆍ관리 및 주변지역지원 등에 관한 법률 시행령,34533
